date,product_id,category,quantity,unit_price,customer_id,store_id,total_sales,year,month,day_of_week,quarter
2024-10-17,P041,Home Goods,8,49.1,3755,S003,392.8,2024,10,3,4
2022-12-31,P010,Books,7,640.89,4734,S001,4486.23,2022,12,5,4
2024-03-09,P017,Toys,3,37.22,3503,S002,111.66,2024,3,5,1
2023-03-05,P017,Electronics,2,82.88,2292,S003,165.76,2023,3,6,1
2023-10-20,P003,Toys,3,292.63,3391,S004,877.89,2023,10,4,4
2023-11-16,P031,Toys,4,558.465,2063,S004,2233.86,2023,11,3,4
2022-09-28,P001,Toys,4,47.36,4821,S003,189.44,2022,9,2,3
2024-12-06,P012,Home Goods,6,691.755,1413,S004,4150.53,2024,12,4,4
2024-06-21,P039,Toys,7,584.4839999999999,4451,S003,4091.3879999999995,2024,6,4,2
2024-11-11,P004,Books,4,460.38,2245,S004,1841.52,2024,11,0,4
2024-10-04,P042,Clothing,6,245.81,2304,S002,1474.8600000000001,2024,10,4,4
2024-01-06,P013,Home Goods,9,373.28,1224,S004,3359.5199999999995,2024,1,5,1
2024-10-27,P034,Electronics,6,170.9,2480,S004,1025.4,2024,10,6,4
2022-05-17,P042,Clothing,3,251.7,2177,S002,755.0999999999999,2022,5,1,2
2022-10-13,P021,Clothing,1,458.91,3327,S002,458.91,2022,10,3,4
2022-03-14,P022,Clothing,5,478.27,2376,S004,2391.35,2022,3,0,1
2023-03-21,P004,Toys,3,464.26,4110,S001,1392.78,2023,3,1,1
2023-06-02,P018,Toys,8,166.32,3776,S001,1330.56,2023,6,4,2
2023-01-16,P005,Home Goods,1,123.91,4827,S003,123.91,2023,1,0,1
2024-08-08,P019,Toys,2,187.032,1620,S004,374.064,2024,8,3,3
2023-04-27,P002,Toys,3,226.24,4022,S003,678.72,2023,4,3,2
2023-01-27,P012,Toys,3,268.008,3620,S002,804.0239999999999,2023,1,4,1
2023-11-12,P017,Home Goods,8,290.04,3536,S004,2320.32,2023,11,6,4
2022-07-31,P010,Home Goods,5,376.932,2007,S002,1884.66,2022,7,6,3
2024-07-15,P034,Books,8,460.368,2968,S004,3682.944,2024,7,0,3
2022-04-27,P006,Books,6,370.42,3984,S004,2222.52,2022,4,2,2
2024-12-21,P008,Books,2,613.605,2221,S002,1227.21,2024,12,5,4
2024-06-19,P011,Books,4,30.924,2299,S004,123.696,2024,6,2,2
2022-10-16,P012,Clothing,9,33.39,2195,S004,300.51,2022,10,6,4
2022-01-10,P009,Clothing,4,396.8,3831,S003,1587.2,2022,1,0,1
2024-07-27,P002,Books,5,325.45199999999994,1507,S002,1627.2599999999998,2024,7,5,3
2024-04-20,P008,Books,5,293.29,1404,S001,1466.45,2024,4,5,2
2024-05-10,P011,Electronics,8,35.77,2294,S001,286.16,2024,5,4,2
2024-06-18,P036,Clothing,6,162.11999999999998,2958,S004,972.7199999999998,2024,6,1,2
2022-04-26,P010,Electronics,7,322.79,4625,S003,2259.53,2022,4,1,2
2023-04-29,P021,Electronics,6,431.0,4772,S004,2586.0,2023,4,5,2
2022-06-26,P020,Toys,5,551.184,3819,S003,2755.92,2022,6,6,2
2024-09-07,P048,Home Goods,5,255.21,1663,S004,1276.05,2024,9,5,3
2024-01-31,P008,Clothing,3,277.28,3178,S001,831.8399999999999,2024,1,2,1
2023-03-28,P036,Books,7,418.19,2649,S002,2927.33,2023,3,1,1
2022-04-10,P029,Books,5,273.44,2408,S003,1367.2,2022,4,6,2
2023-03-04,P042,Home Goods,7,263.26,2757,S004,1842.82,2023,3,5,1
2023-03-21,P012,Clothing,2,453.49,4468,S004,906.98,2023,3,1,1
2024-05-11,P014,Books,9,397.07,4637,S003,3573.63,2024,5,5,2
2024-02-14,P048,Books,8,455.45,2873,S003,3643.6,2024,2,2,1
2024-09-28,P050,Toys,5,116.94,2319,S001,584.7,2024,9,5,3
2023-08-31,P021,Electronics,2,320.328,2406,S003,640.656,2023,8,3,3
2022-07-01,P022,Books,6,507.37199999999996,4583,S004,3044.232,2022,7,4,3
2024-04-26,P021,Clothing,8,64.46,2418,S001,515.68,2024,4,4,2
2024-06-08,P044,Home Goods,7,479.256,2577,S001,3354.792,2024,6,5,2
2023-12-01,P050,Toys,8,149.49,4676,S002,1195.92,2023,12,4,4
2024-06-17,P030,Clothing,4,317.1325,2283,S002,1268.53,2024,6,0,2
2023-09-23,P039,Toys,3,309.88,1280,S002,929.64,2023,9,5,3
2023-10-23,P020,Electronics,7,321.79,4427,S003,2252.53,2023,10,0,4
2023-07-14,P024,Books,2,290.328,3467,S001,580.656,2023,7,4,3
2022-02-11,P023,Clothing,5,344.13,2215,S003,1720.65,2022,2,4,1
2022-06-15,P007,Home Goods,7,384.70799999999997,1636,S001,2692.9559999999997,2022,6,2,2
2022-02-20,P009,Electronics,1,219.35,2451,S004,219.35,2022,2,6,1
2024-02-13,P001,Electronics,4,450.69,1807,S003,1802.76,2024,2,1,1
2023-03-08,P026,Toys,2,264.44,3395,S001,528.88,2023,3,2,1
2023-10-08,P038,Electronics,6,257.87,1428,S002,1547.22,2023,10,6,4
2024-10-15,P038,Clothing,1,340.755,2415,S002,340.755,2024,10,1,4
2022-12-20,P044,Toys,7,692.76,4412,S004,4849.32,2022,12,1,4
2023-06-26,P022,Electronics,3,116.148,3594,S003,348.44399999999996,2023,6,0,2
2024-06-03,P044,Home Goods,1,322.66799999999995,3987,S001,322.66799999999995,2024,6,0,2
2022-11-24,P010,Clothing,8,605.625,3449,S002,4845.0,2022,11,3,4
2022-05-01,P006,Home Goods,7,115.57,4118,S001,808.99,2022,5,6,2
2023-02-07,P017,Home Goods,2,268.41,1664,S003,536.82,2023,2,1,1
2022-08-28,P050,Toys,7,153.528,1749,S002,1074.696,2022,8,6,3
2024-11-03,P038,Books,3,573.375,4496,S004,1720.125,2024,11,6,4
2024-07-21,P024,Toys,9,343.83599999999996,4588,S004,3094.5239999999994,2024,7,6,3
2024-02-10,P010,Clothing,8,429.43,4007,S003,3435.44,2024,2,5,1
2024-09-14,P008,Clothing,5,448.33,1636,S003,2241.65,2024,9,5,3
2024-07-17,P021,Toys,7,393.45599999999996,3926,S001,2754.1919999999996,2024,7,2,3
2022-09-30,P006,Books,3,365.44,4399,S004,1096.32,2022,9,4,3
2024-10-02,P021,Toys,1,279.12,3134,S003,279.12,2024,10,2,4
2023-11-09,P039,Clothing,1,297.555,1514,S003,297.555,2023,11,3,4
2024-07-20,P024,Books,2,393.09599999999995,2003,S004,786.1919999999999,2024,7,5,3
2024-10-05,P033,Clothing,8,455.06,4236,S001,3640.48,2024,10,5,4
2023-03-13,P018,Books,1,214.17,4294,S001,214.17,2023,3,0,1
2022-06-18,P028,Books,5,196.87199999999999,3908,S004,984.3599999999999,2022,6,5,2
2022-11-23,P032,Toys,9,321.17499999999995,2320,S004,2890.575,2022,11,2,4
2023-07-14,P012,Toys,9,268.008,3963,S004,2412.0719999999997,2023,7,4,3
2024-07-29,P048,Toys,2,297.885,3498,S004,595.77,2024,7,0,3
2024-09-05,P042,Books,7,254.24,2366,S004,1779.68,2024,9,3,3
2022-01-12,P027,Books,1,252.21,1340,S003,252.21,2022,1,2,1
2023-10-11,P010,Clothing,3,298.34,2484,S002,895.02,2023,10,2,4
2023-07-03,P046,Home Goods,6,225.33599999999998,2415,S004,1352.0159999999998,2023,7,0,3
2022-11-15,P042,Toys,9,465.63,4972,S002,4190.67,2022,11,1,4
2022-07-02,P032,Clothing,2,528.396,2560,S001,1056.792,2022,7,5,3
2023-04-05,P042,Clothing,7,478.18,2574,S003,3347.26,2023,4,2,2
2024-11-14,P026,Electronics,4,443.95500000000004,3468,S002,1775.8200000000002,2024,11,3,4
2023-03-19,P025,Toys,2,30.87,3428,S001,61.74,2023,3,6,1
2023-10-19,P011,Clothing,3,484.93,4688,S001,1454.79,2023,10,3,4
2024-04-16,P023,Electronics,6,355.87,3052,S001,2135.2200000000003,2024,4,1,2
2023-05-04,P034,Toys,9,174.62,3695,S004,1571.58,2023,5,3,2
2024-12-08,P040,Books,8,123.16499999999999,3027,S003,985.3199999999999,2024,12,6,4
2024-11-30,P023,Electronics,9,120.42,4075,S001,1083.78,2024,11,5,4
2022-12-23,P029,Books,4,138.285,4752,S004,553.14,2022,12,4,4
2023-09-27,P031,Home Goods,4,32.33,1315,S002,129.32,2023,9,2,3
2023-02-20,P007,Home Goods,9,452.06,2845,S003,4068.54,2023,2,0,1
2023-02-01,P040,Home Goods,8,266.8,4989,S002,2134.4,2023,2,2,1
2022-03-01,P033,Home Goods,2,352.98,2101,S002,705.96,2022,3,1,1
2024-01-18,P021,Clothing,8,415.77,1530,S004,3326.16,2024,1,3,1
2023-10-02,P002,Home Goods,1,397.86,4788,S002,397.86,2023,10,0,4
2022-03-23,P018,Clothing,9,442.48,3402,S003,3982.32,2022,3,2,1
2023-01-25,P047,Clothing,9,483.95,2859,S002,4355.55,2023,1,2,1
2024-10-16,P033,Toys,8,225.14,4104,S004,1801.12,2024,10,2,4
2022-12-07,P037,Clothing,5,713.49,1661,S001,3567.45,2022,12,2,4
2022-08-05,P034,Clothing,5,437.29200000000003,4776,S004,2186.46,2022,8,4,3
2023-09-19,P020,Home Goods,3,44.63,4210,S001,133.89000000000001,2023,9,1,3
2024-12-20,P035,Clothing,5,516.105,2295,S002,2580.525,2024,12,4,4
2022-12-11,P050,Books,4,263.63199999999995,2219,S001,1054.5279999999998,2022,12,6,4
2024-03-18,P018,Home Goods,1,453.87,1126,S004,453.87,2024,3,0,1
2024-06-09,P046,Electronics,9,231.288,1348,S004,2081.592,2024,6,6,2
2022-12-05,P024,Home Goods,4,444.915,2766,S003,1779.66,2022,12,0,4
2024-05-09,P008,Clothing,3,15.97,2067,S003,47.910000000000004,2024,5,3,2
2023-05-09,P030,Books,6,172.72,3789,S001,1036.32,2023,5,1,2
2024-02-09,P044,Home Goods,1,40.5,1727,S001,40.5,2024,2,4,1
2024-02-10,P010,Books,5,265.72,1243,S003,1328.6000000000001,2024,2,5,1
2023-11-05,P023,Electronics,7,615.825,3056,S002,4310.775000000001,2023,11,6,4
2022-05-20,P049,Electronics,2,291.73,2785,S003,583.46,2022,5,4,2
2024-08-14,P011,Toys,9,322.14,1711,S002,2899.2599999999998,2024,8,2,3
2023-03-16,P002,Toys,6,109.96,3893,S001,659.76,2023,3,3,1
2022-09-30,P026,Home Goods,2,69.14,4150,S001,138.28,2022,9,4,3
2022-03-07,P036,Toys,8,260.39,4828,S004,2083.12,2022,3,0,1
2023-12-31,P033,Books,8,73.17,4261,S004,585.36,2023,12,6,4
2024-03-23,P047,Toys,1,297.8,1085,S002,297.8,2024,3,5,1
2022-01-27,P013,Books,1,25.36,2508,S002,25.36,2022,1,3,1
2023-10-12,P040,Toys,1,62.29,1270,S003,62.29,2023,10,3,4
2022-11-21,P025,Toys,4,419.25,2797,S002,1677.0,2022,11,0,4
2024-02-21,P004,Toys,4,299.79,3560,S001,1199.16,2024,2,2,1
2022-09-14,P042,Clothing,8,253.75,2043,S001,2030.0,2022,9,2,3
2024-04-05,P019,Clothing,1,290.95,4560,S001,290.95,2024,4,4,2
2023-05-30,P018,Toys,3,420.87,3177,S004,1262.6100000000001,2023,5,1,2
2024-11-09,P037,Books,1,545.895,1837,S002,545.895,2024,11,5,4
2022-07-26,P030,Home Goods,9,89.136,3817,S002,802.2239999999999,2022,7,1,3
2023-04-09,P019,Electronics,9,300.31,4714,S004,2702.79,2023,4,6,2
2022-06-22,P023,Clothing,7,407.28,4078,S004,2850.96,2022,6,2,2
2024-10-30,P016,Toys,8,28.24,3899,S004,225.92,2024,10,2,4
2024-09-19,P001,Electronics,1,429.12,2776,S001,429.12,2024,9,3,3
2022-12-30,P012,Clothing,5,681.105,4775,S002,3405.525,2022,12,4,4
2024-03-07,P024,Home Goods,2,426.72,1936,S003,853.44,2024,3,3,1
2024-07-29,P034,Books,1,496.88399999999996,2333,S003,496.88399999999996,2024,7,0,3
2023-11-25,P008,Toys,3,562.545,2832,S002,1687.6349999999998,2023,11,5,4
2023-10-30,P018,Home Goods,7,320.38,2650,S002,2242.66,2023,10,0,4
2022-12-10,P048,Clothing,1,513.795,3948,S004,513.795,2022,12,5,4
2022-05-24,P005,Toys,2,405.13,3520,S004,810.26,2022,5,1,2
2024-10-06,P026,Electronics,2,334.62,4173,S001,669.24,2024,10,6,4
2024-10-09,P030,Books,4,170.59,3385,S004,682.36,2024,10,2,4
2024-02-10,P013,Clothing,3,194.22,1318,S002,582.66,2024,2,5,1
2023-04-06,P019,Books,3,449.56,2536,S001,1348.68,2023,4,3,2
2023-04-18,P029,Toys,5,18.39,2048,S003,91.95,2023,4,1,2
2024-05-07,P003,Home Goods,3,352.42,3768,S002,1057.26,2024,5,1,2
2024-10-06,P026,Books,7,477.84,4501,S003,3344.8799999999997,2024,10,6,4
2024-09-28,P040,Electronics,5,356.05,1142,S002,1780.25,2024,9,5,3
2024-06-25,P012,Clothing,4,596.424,2732,S002,2385.696,2024,6,1,2
2024-02-18,P002,Electronics,3,346.9,3704,S001,1040.6999999999998,2024,2,6,1
2022-05-11,P011,Books,4,26.84,2172,S001,107.36,2022,5,2,2
2022-08-28,P044,Home Goods,2,498.276,2716,S004,996.552,2022,8,6,3
2024-10-07,P028,Home Goods,1,149.47,4126,S002,149.47,2024,10,0,4
2024-01-15,P018,Electronics,3,228.57,3518,S002,685.71,2024,1,0,1
2022-01-16,P013,Toys,2,162.93,1362,S001,325.86,2022,1,6,1
2022-06-05,P037,Toys,1,169.908,1649,S003,169.908,2022,6,6,2
2024-03-10,P022,Home Goods,1,221.39,3256,S004,221.39,2024,3,6,1
2022-01-09,P012,Electronics,2,195.59,4256,S002,391.18,2022,1,6,1
2022-08-27,P002,Electronics,9,384.40799999999996,4136,S001,3459.6719999999996,2022,8,5,3
2023-11-18,P037,Electronics,5,612.66,1548,S002,3063.2999999999997,2023,11,5,4
2024-04-06,P007,Books,9,155.57,2135,S001,1400.1299999999999,2024,4,5,2
2024-02-28,P026,Toys,8,277.992,1262,S004,2223.936,2024,2,2,1
2022-11-18,P026,Toys,6,505.16999999999996,4147,S003,3031.0199999999995,2022,11,4,4
2024-04-25,P024,Books,1,269.376,4367,S002,269.376,2024,4,3,2
2022-12-05,P012,Clothing,5,677.325,2201,S002,3386.625,2022,12,0,4
2023-03-21,P016,Books,1,17.81,1765,S004,17.81,2023,3,1,1
2024-05-26,P023,Electronics,7,427.99,3048,S003,2995.9300000000003,2024,5,6,2
2024-02-26,P040,Books,8,265.29,3195,S002,2122.32,2024,2,0,1
2024-08-26,P009,Electronics,8,377.328,1875,S004,3018.624,2024,8,0,3
2024-03-04,P032,Home Goods,7,54.77,4742,S002,383.39000000000004,2024,3,0,1
2023-12-08,P015,Electronics,2,332.96999999999997,2859,S002,665.9399999999999,2023,12,4,4
2022-05-25,P037,Toys,5,121.38,4033,S004,606.9,2022,5,2,2
2023-05-09,P013,Books,4,134.57,4851,S004,538.28,2023,5,1,2
2023-01-08,P005,Electronics,5,257.01,4733,S001,1285.05,2023,1,6,1
2022-12-13,P011,Clothing,9,612.1500000000001,2152,S001,5509.35,2022,12,1,4
2024-12-09,P010,Home Goods,4,561.675,4709,S002,2246.7,2024,12,0,4
2023-06-07,P013,Clothing,8,359.508,3560,S004,2876.064,2023,6,2,2
2024-10-02,P041,Clothing,8,274.31,2922,S003,2194.48,2024,10,2,4
2024-02-08,P046,Clothing,2,328.6,1628,S003,657.2,2024,2,3,1
2024-07-09,P050,Home Goods,6,583.956,4019,S002,3503.736,2024,7,1,3
2023-10-02,P015,Home Goods,5,306.45599999999996,2525,S001,1532.2799999999997,2023,10,0,4
2023-12-17,P042,Home Goods,2,201.66,4220,S004,403.32,2023,12,6,4
2023-09-22,P007,Home Goods,4,122.74,4340,S004,490.96,2023,9,4,3
2022-10-12,P040,Clothing,7,309.56,2724,S001,2166.92,2022,10,2,4
2024-05-04,P028,Toys,1,266.19,1652,S004,266.19,2024,5,5,2
2023-01-27,P032,Toys,9,13.77,3036,S002,123.92999999999999,2023,1,4,1
2022-02-09,P035,Home Goods,1,416.73,2128,S004,416.73,2022,2,2,1
2024-02-22,P015,Books,5,355.02,1465,S004,1775.1,2024,2,3,1
2022-09-18,P048,Electronics,7,334.3,1763,S001,2340.1,2022,9,6,3
2024-11-12,P036,Books,8,65.55000000000001,2019,S001,524.4000000000001,2024,11,1,4
2024-11-23,P021,Books,2,281.115,1928,S003,562.23,2024,11,5,4
2024-10-21,P006,Books,4,468.34,4973,S002,1873.36,2024,10,0,4
2023-05-12,P001,Toys,2,432.67,4352,S001,865.34,2023,5,4,2
2022-01-26,P004,Electronics,4,149.92,4478,S001,599.68,2022,1,2,1
2024-11-02,P011,Books,6,130.44,4927,S001,782.64,2024,11,5,4
2023-07-15,P044,Home Goods,6,276.06,4684,S004,1656.3600000000001,2023,7,5,3
2024-12-04,P026,Toys,2,276.54,3841,S002,553.08,2024,12,2,4
2024-12-01,P037,Home Goods,4,516.4350000000001,3947,S002,2065.7400000000002,2024,12,6,4
2024-08-29,P023,Home Goods,4,580.26,2381,S004,2321.04,2024,8,3,3
2023-02-13,P029,Books,1,187.87,1674,S004,187.87,2023,2,0,1
2023-05-29,P021,Home Goods,2,40.49,2008,S001,80.98,2023,5,0,2
2024-08-28,P048,Electronics,3,539.7959999999999,2226,S003,1619.388,2024,8,2,3
2023-03-11,P045,Home Goods,5,28.6,2635,S003,143.0,2023,3,5,1
2022-09-08,P045,Books,8,476.86,1280,S002,3814.88,2022,9,3,3
2023-11-27,P049,Home Goods,6,503.46,3963,S003,3020.7599999999998,2023,11,0,4
2024-11-08,P027,Toys,3,707.145,2280,S001,2121.435,2024,11,4,4
2024-04-10,P039,Toys,6,107.83,4165,S004,646.98,2024,4,2,2
2023-12-10,P040,Toys,7,44.910000000000004,1323,S002,314.37,2023,12,6,4
2022-05-30,P013,Clothing,6,249.22,3838,S002,1495.32,2022,5,0,2
2024-01-23,P023,Toys,6,230.81,4810,S004,1384.8600000000001,2024,1,1,1
2024-12-23,P016,Toys,1,276.44,4433,S003,276.44,2024,12,0,4
2022-07-30,P030,Clothing,3,575.1,2685,S002,1725.3000000000002,2022,7,5,3
2023-10-18,P004,Toys,7,300.111,4422,S004,2100.777,2023,10,2,4
2024-09-19,P040,Books,4,334.18,2085,S004,1336.72,2024,9,3,3
2024-05-21,P016,Toys,4,89.8,4712,S003,359.2,2024,5,1,2
2024-04-10,P031,Toys,7,369.82,3234,S003,2588.74,2024,4,2,2
2024-04-16,P042,Clothing,9,366.24,4651,S001,3296.16,2024,4,1,2
2023-04-30,P025,Books,2,295.464,3962,S003,590.928,2023,4,6,2
2023-02-12,P044,Home Goods,9,463.15,1541,S003,4168.349999999999,2023,2,6,1
2024-07-22,P012,Electronics,3,110.18399999999998,3944,S004,330.55199999999996,2024,7,0,3
2024-07-22,P026,Books,6,169.2,2327,S002,1015.1999999999999,2024,7,0,3
2024-09-10,P037,Home Goods,4,265.4,2810,S004,1061.6,2024,9,1,3
2024-10-20,P048,Books,1,399.77,1638,S001,399.77,2024,10,6,4
2023-10-11,P033,Home Goods,9,314.66,1435,S004,2831.94,2023,10,2,4
2023-10-01,P028,Home Goods,6,164.32,3260,S001,985.92,2023,10,6,4
2024-07-12,P009,Books,8,108.324,2429,S003,866.592,2024,7,4,3
2024-02-26,P012,Clothing,2,29.67,3865,S002,59.34,2024,2,0,1
2024-04-15,P005,Books,7,91.71,1961,S002,641.9699999999999,2024,4,0,2
2024-07-10,P028,Books,6,278.532,2157,S004,1671.192,2024,7,2,3
2024-09-30,P035,Home Goods,2,131.12,4007,S002,262.24,2024,9,0,3
2023-04-05,P005,Electronics,2,136.9,1916,S001,273.8,2023,4,2,2
2023-05-18,P034,Home Goods,4,349.40599999999995,4040,S001,1397.6239999999998,2023,5,3,2
2022-05-25,P046,Toys,4,262.42,3962,S003,1049.68,2022,5,2,2
2023-12-18,P034,Books,3,550.995,4290,S004,1652.9850000000001,2023,12,0,4
2022-02-27,P013,Books,8,27.5,3468,S003,220.0,2022,2,6,1
2023-08-24,P039,Clothing,7,226.716,3366,S002,1587.0120000000002,2023,8,3,3
2023-11-12,P042,Home Goods,2,367.185,4228,S003,734.37,2023,11,6,4
2023-02-03,P045,Clothing,3,101.34,3235,S002,304.02,2023,2,4,1
2023-12-30,P048,Books,9,103.33500000000001,2499,S001,930.0150000000001,2023,12,5,4
2022-02-19,P014,Home Goods,5,436.45,3209,S004,2182.25,2022,2,5,1
2022-03-01,P011,Home Goods,2,470.32,1128,S004,940.64,2022,3,1,1
2024-08-03,P042,Toys,3,58.343999999999994,1303,S003,175.03199999999998,2024,8,5,3
2023-04-30,P038,Toys,8,181.02,4160,S002,1448.16,2023,4,6,2
2022-07-12,P004,Electronics,4,575.472,4966,S001,2301.888,2022,7,1,3
2023-10-22,P033,Toys,2,50.75,1916,S002,101.5,2023,10,6,4
2024-06-17,P007,Home Goods,2,390.45599999999996,2185,S003,780.9119999999999,2024,6,0,2
2022-11-07,P041,Toys,6,729.585,1921,S002,4377.51,2022,11,0,4
2024-01-31,P008,Electronics,8,489.33,2059,S001,3914.64,2024,1,2,1
2022-05-13,P037,Books,7,240.9,2250,S003,1686.3,2022,5,4,2
2022-03-23,P010,Toys,4,89.75,3198,S001,359.0,2022,3,2,1
2023-11-01,P043,Home Goods,2,163.53,1592,S003,327.06,2023,11,2,4
2023-11-10,P015,Books,9,668.8499999999999,3094,S004,6019.65,2023,11,4,4
2024-02-14,P038,Home Goods,4,456.72,4787,S002,1826.88,2024,2,2,1
2024-05-07,P015,Books,9,307.86,1939,S001,2770.7400000000002,2024,5,1,2
2024-12-12,P005,Home Goods,5,247.998,3707,S001,1239.99,2024,12,3,4
2023-10-16,P029,Toys,7,372.57,3278,S002,2607.99,2023,10,0,4
2023-03-18,P019,Toys,5,334.29,2562,S001,1671.45,2023,3,5,1
2024-07-09,P010,Electronics,2,498.44399999999996,2001,S001,996.8879999999999,2024,7,1,3
2023-01-15,P012,Books,6,345.85,4772,S001,2075.1000000000004,2023,1,6,1
2023-07-27,P004,Electronics,7,325.992,3212,S004,2281.944,2023,7,3,3
2022-05-03,P031,Clothing,6,126.11,3771,S001,756.66,2022,5,1,2
2022-02-10,P018,Toys,3,374.51,3867,S004,1123.53,2022,2,3,1
2024-12-01,P016,Books,8,362.96999999999997,2610,S002,2903.7599999999998,2024,12,6,4
2024-08-14,P040,Electronics,3,185.33999999999997,2627,S004,556.02,2024,8,2,3
2024-04-09,P036,Electronics,5,402.95,2597,S001,2014.75,2024,4,1,2
2023-06-24,P025,Clothing,9,421.66799999999995,4137,S001,3795.0119999999997,2023,6,5,2
2022-09-13,P023,Electronics,5,469.3,4991,S001,2346.5,2022,9,1,3
2022-08-21,P012,Home Goods,7,109.28399999999999,2103,S004,764.9879999999999,2022,8,6,3
2022-12-21,P034,Toys,7,492.15000000000003,3187,S003,3445.05,2022,12,2,4
2023-11-19,P036,Electronics,5,194.52,3447,S003,972.6,2023,11,6,4
2024-04-27,P037,Electronics,2,452.76,2955,S002,905.52,2024,4,5,2
2024-03-07,P003,Clothing,5,58.75,1129,S002,293.75,2024,3,3,1
2023-01-26,P009,Home Goods,7,331.52,4032,S002,2320.64,2023,1,3,1
2024-11-24,P018,Electronics,7,596.4449999999999,3813,S001,4175.115,2024,11,6,4
2024-05-18,P043,Toys,4,183.91,3493,S003,735.64,2024,5,5,2
2023-11-24,P035,Toys,1,716.295,4903,S003,716.295,2023,11,4,4
2024-01-20,P034,Electronics,6,349.40599999999995,1028,S002,2096.4359999999997,2024,1,5,1
2023-07-06,P041,Home Goods,3,185.232,2225,S003,555.696,2023,7,3,3
2022-12-18,P014,Toys,5,20.549999999999997,2260,S002,102.74999999999999,2022,12,6,4
2023-04-26,P004,Toys,4,155.36,4670,S001,621.44,2023,4,2,2
2024-06-06,P029,Home Goods,2,177.408,2631,S003,354.816,2024,6,3,2
2022-01-24,P041,Home Goods,7,446.08,1798,S001,3122.56,2022,1,0,1
2022-06-26,P045,Electronics,5,580.668,2362,S001,2903.34,2022,6,6,2
